participant,block,trial,condition,pic_presence,cue,prime,target,resp_acc
FSA46,2,9,noPic,absent,label,zebra,NA,1
FSA46,2,10,incongruent,present,notCued,noise,swan,0
FSA46,2,11,incongruent,present,notCued,noise,banana,0
FSA46,2,12,noPic,absent,notCued,noise,NA,1
FSA46,2,13,noPic,absent,label,football,NA,1
FSA46,2,14,noPic,absent,label,pumpkin,NA,1
FSA46,2,15,incongruent,present,label,rollingpin,kangaroo,1
FSA46,2,16,incongruent,present,notCued,noise,zebra,1
FSA46,2,17,noPic,absent,notCued,noise,NA,1
FSA46,2,18,incongruent,present,notCued,noise,swan,1
FSA46,2,19,incongruent,present,notCued,noise,kangaroo,0
FSA46,2,20,incongruent,present,notCued,noise,football,0
FSA46,2,21,incongruent,present,label,pumpkin,turtle,0
FSA46,2,22,noPic,absent,label,zebra,NA,0
FSA46,2,23,noPic,absent,notCued,noise,NA,1
FSA46,2,24,incongruent,present,notCued,noise,football,1
FSA46,2,25,noPic,absent,label,football,NA,1
FSA46,2,26,noPic,absent,notCued,noise,NA,1
FSA46,2,27,incongruent,present,notCued,noise,football,0
FSA46,2,28,congruent,present,label,pumpkin,pumpkin,0
FSA46,2,29,congruent,present,label,rollingpin,rollingpin,1
FSA46,2,30,congruent,present,label,turtle,turtle,1
FSA46,2,31,incongruent,present,notCued,noise,pumpkin,0
FSA46,2,32,incongruent,present,notCued,noise,pumpkin,0
FSA46,2,33,incongruent,present,label,kangaroo,banana,0
FSA46,2,34,noPic,absent,notCued,noise,NA,1
FSA46,2,35,congruent,present,label,football,football,0
FSA46,2,36,incongruent,present,notCued,noise,kangaroo,0
FSA46,2,37,noPic,absent,notCued,noise,NA,1
FSA46,2,38,congruent,present,label,kangaroo,kangaroo,0
FSA46,2,39,congruent,present,label,pumpkin,pumpkin,0
FSA46,2,40,noPic,absent,label,turtle,NA,1
FSA46,2,41,congruent,present,label,rollingpin,rollingpin,1
FSA46,2,42,congruent,present,label,banana,banana,1
FSA46,2,43,incongruent,present,notCued,noise,zebra,0
FSA46,2,44,incongruent,present,label,zebra,rollingpin,0
FSA46,2,45,incongruent,present,notCued,noise,football,0
FSA46,2,46,noPic,absent,label,rollingpin,NA,1
FSA46,2,47,congruent,present,label,turtle,turtle,1
FSA46,2,48,noPic,absent,label,kangaroo,NA,0
FSA46,2,49,congruent,present,label,kangaroo,kangaroo,0
FSA46,2,50,congruent,present,label,football,football,1
FSA46,2,51,noPic,absent,notCued,noise,NA,1
FSA46,2,52,incongruent,present,notCued,noise,turtle,1
FSA46,2,53,noPic,absent,label,turtle,NA,1
FSA46,2,54,congruent,present,label,pumpkin,pumpkin,0
FSA46,2,55,congruent,present,label,rollingpin,rollingpin,0
FSA46,2,56,noPic,absent,notCued,noise,NA,1
FSA46,2,57,noPic,absent,label,zebra,NA,1
FSA46,2,58,noPic,absent,label,pumpkin,NA,1
FSA46,2,59,noPic,absent,notCued,noise,NA,1
FSA46,2,60,noPic,absent,notCued,noise,NA,1
FSA46,2,61,noPic,absent,notCued,noise,NA,1
FSA46,2,62,noPic,absent,label,kangaroo,NA,0
FSA46,2,63,noPic,absent,label,zebra,NA,1
FSA46,2,64,noPic,absent,notCued,noise,NA,1
FSA46,2,65,incongruent,present,notCued,noise,zebra,0
FSA46,2,66,congruent,present,label,banana,banana,0
FSA46,2,67,incongruent,present,label,rollingpin,swan,0
FSA46,2,68,noPic,absent,label,football,NA,1
FSA46,2,69,noPic,absent,notCued,noise,NA,1
FSA46,2,70,congruent,present,label,zebra,zebra,0
FSA46,2,71,noPic,absent,label,pumpkin,NA,1
FSA46,2,72,noPic,absent,label,banana,NA,1
FSA46,2,73,noPic,absent,notCued,noise,NA,0
FSA46,2,74,congruent,present,label,zebra,zebra,0
FSA46,2,75,noPic,absent,label,football,NA,1
FSA46,2,76,noPic,absent,notCued,noise,NA,1
FSA46,2,77,congruent,present,label,turtle,turtle,1
FSA46,2,78,noPic,absent,label,swan,NA,0
FSA46,2,79,noPic,absent,notCued,noise,NA,1
FSA46,2,80,noPic,absent,notCued,noise,NA,1
FSA46,2,81,noPic,absent,notCued,noise,NA,1
FSA46,2,82,incongruent,present,label,zebra,pumpkin,0
FSA46,2,83,noPic,absent,label,banana,NA,1
FSA46,2,84,noPic,absent,label,rollingpin,NA,1
FSA46,2,85,incongruent,present,notCued,noise,swan,0
FSA46,2,86,noPic,absent,label,rollingpin,NA,1
FSA46,2,87,noPic,absent,label,pumpkin,NA,0
FSA46,2,88,incongruent,present,notCued,noise,rollingpin,1
FSA46,2,89,incongruent,present,label,zebra,football,1
FSA46,2,90,incongruent,present,notCued,noise,swan,1
FSA46,2,91,noPic,absent,label,banana,NA,0
FSA46,2,92,congruent,present,label,swan,swan,0
FSA46,2,93,noPic,absent,notCued,noise,NA,0
FSA46,2,94,congruent,present,label,kangaroo,kangaroo,0
FSA46,2,95,incongruent,present,notCued,noise,rollingpin,1
FSA46,2,96,noPic,absent,label,rollingpin,NA,1
FSA46,2,97,noPic,absent,notCued,noise,NA,1
FSA46,2,98,noPic,absent,label,banana,NA,1
FSA46,2,99,noPic,absent,notCued,noise,NA,0
FSA46,2,100,noPic,absent,notCued,noise,NA,1
FSA46,2,101,noPic,absent,notCued,noise,NA,1
FSA46,2,102,noPic,absent,notCued,noise,NA,1
FSA46,2,103,incongruent,present,notCued,noise,rollingpin,0
FSA46,2,104,incongruent,present,notCued,noise,kangaroo,0
FSA46,2,105,noPic,absent,notCued,noise,NA,0
FSA46,2,106,noPic,absent,notCued,noise,NA,1
FSA46,2,107,noPic,absent,label,swan,NA,1
FSA46,2,108,incongruent,present,notCued,noise,turtle,1
FSA46,2,109,noPic,absent,notCued,noise,NA,1
FSA46,2,110,incongruent,present,notCued,noise,pumpkin,1
FSA46,2,111,congruent,present,label,zebra,zebra,0
FSA46,2,112,incongruent,present,notCued,noise,rollingpin,0
FSA46,2,113,congruent,present,label,banana,banana,0
FSA46,2,114,incongruent,present,notCued,noise,pumpkin,0
FSA46,2,115,incongruent,present,notCued,noise,banana,0
FSA46,2,116,congruent,present,label,swan,swan,1
FSA46,2,117,incongruent,present,notCued,noise,turtle,0
FSA46,2,118,noPic,absent,label,kangaroo,NA,1
FSA46,2,119,incongruent,present,notCued,noise,zebra,0
FSA46,2,120,noPic,absent,notCued,noise,NA,1
FSA46,2,121,congruent,present,label,turtle,turtle,0
FSA46,2,122,congruent,present,label,football,football,1
FSA46,2,123,congruent,present,label,pumpkin,pumpkin,0
FSA46,2,124,congruent,present,label,swan,swan,0
FSA46,2,125,noPic,absent,notCued,noise,NA,1
FSA46,2,126,noPic,absent,notCued,noise,NA,1
FSA46,2,127,noPic,absent,label,football,NA,0
FSA46,2,128,noPic,absent,label,turtle,NA,1
FSA46,2,129,noPic,absent,label,kangaroo,NA,1
FSA46,2,130,incongruent,present,notCued,noise,turtle,0
FSA46,2,131,noPic,absent,label,swan,NA,1
FSA46,2,132,incongruent,present,label,kangaroo,zebra,0
FSA46,2,133,incongruent,present,notCued,noise,swan,0
FSA46,2,134,noPic,absent,notCued,noise,NA,1
FSA46,2,135,congruent,present,label,zebra,zebra,1
FSA46,2,136,incongruent,present,notCued,noise,turtle,1
FSA46,2,137,incongruent,present,notCued,noise,rollingpin,0
FSA46,2,138,noPic,absent,notCued,noise,NA,1
FSA46,2,139,incongruent,present,notCued,noise,zebra,0
FSA46,2,140,noPic,absent,label,zebra,NA,1
FSA46,2,141,noPic,absent,notCued,noise,NA,1
FSA46,2,142,incongruent,present,notCued,noise,banana,0
FSA46,2,143,noPic,absent,label,pumpkin,NA,0
FSA46,2,144,noPic,absent,notCued,noise,NA,0
FSA46,2,145,noPic,absent,notCued,noise,NA,0
FSA46,2,146,incongruent,present,notCued,noise,kangaroo,1
FSA46,2,147,noPic,absent,notCued,noise,NA,0
FSA46,2,148,incongruent,present,notCued,noise,football,0
FSA46,2,149,noPic,absent,label,swan,NA,1
FSA46,2,150,noPic,absent,notCued,noise,NA,1
FSA46,2,151,incongruent,present,notCued,noise,pumpkin,1
FSA46,2,152,noPic,absent,notCued,noise,NA,0
FSA46,2,153,congruent,present,label,swan,swan,1
FSA46,2,154,congruent,present,label,kangaroo,kangaroo,1
FSA46,2,155,noPic,absent,label,swan,NA,1
FSA46,2,156,incongruent,present,notCued,noise,banana,0
FSA46,2,157,congruent,present,label,rollingpin,rollingpin,1
FSA46,2,158,noPic,absent,label,banana,NA,1
FSA46,2,159,congruent,present,label,football,football,0
FSA46,2,160,noPic,absent,label,swan,NA,1
fsa45,1,1,noPic,absent,label,kangaroo,NA,1
fsa45,1,2,congruent,present,label,rollingpin,rollingpin,0
fsa45,1,3,noPic,absent,notCued,noise,NA,1
fsa45,1,4,congruent,present,label,zebra,zebra,0
fsa45,1,5,noPic,absent,label,banana,NA,1
fsa45,1,6,incongruent,present,notCued,noise,swan,0
fsa45,1,7,incongruent,present,notCued,noise,kangaroo,0
fsa45,1,8,congruent,present,label,kangaroo,kangaroo,0
fsa45,1,9,noPic,absent,label,pumpkin,NA,1
fsa45,1,10,noPic,absent,notCued,noise,NA,1
fsa45,1,11,noPic,absent,notCued,noise,NA,1
fsa45,1,12,congruent,present,label,swan,swan,0
fsa45,1,13,incongruent,present,notCued,noise,turtle,0
fsa45,1,14,noPic,absent,label,kangaroo,NA,1
fsa45,1,15,noPic,absent,notCued,noise,NA,1
fsa45,1,16,congruent,present,label,football,football,0
fsa45,1,17,incongruent,present,label,pumpkin,kangaroo,0
fsa45,1,18,noPic,absent,notCued,noise,NA,1
fsa45,1,19,congruent,present,label,pumpkin,pumpkin,0
fsa45,1,20,incongruent,present,notCued,noise,zebra,1
fsa45,1,21,congruent,present,label,football,football,1
fsa45,1,22,noPic,absent,notCued,noise,NA,1
fsa45,1,23,noPic,absent,label,swan,NA,0
fsa45,1,24,noPic,absent,notCued,noise,NA,1
fsa45,1,25,noPic,absent,notCued,noise,NA,1
fsa45,1,26,incongruent,present,notCued,noise,turtle,1
fsa45,1,27,noPic,absent,notCued,noise,NA,1
fsa45,1,28,noPic,absent,notCued,noise,NA,0
fsa45,1,29,congruent,present,label,kangaroo,kangaroo,0
fsa45,1,30,incongruent,present,notCued,noise,rollingpin,1
fsa45,1,31,incongruent,present,notCued,noise,kangaroo,0
fsa45,1,32,noPic,absent,notCued,noise,NA,0
fsa45,1,33,congruent,present,label,pumpkin,pumpkin,0
fsa45,1,34,noPic,absent,label,football,NA,1
fsa45,1,35,incongruent,present,notCued,noise,banana,1
fsa45,1,36,incongruent,present,notCued,noise,pumpkin,0
fsa45,1,37,noPic,absent,notCued,noise,NA,0
fsa45,1,38,incongruent,present,notCued,noise,banana,1
fsa45,1,39,incongruent,present,notCued,noise,swan,0
fsa45,1,40,incongruent,present,notCued,noise,rollingpin,0
fsa45,1,41,noPic,absent,label,pumpkin,NA,0
fsa45,1,42,incongruent,present,notCued,noise,pumpkin,0
fsa45,1,43,incongruent,present,notCued,noise,football,1
fsa45,1,44,noPic,absent,label,banana,NA,1
fsa45,1,45,incongruent,present,label,banana,pumpkin,1
fsa45,1,46,incongruent,present,notCued,noise,kangaroo,0
fsa45,1,47,incongruent,present,notCued,noise,zebra,1
fsa45,1,48,noPic,absent,notCued,noise,NA,1
fsa45,1,49,congruent,present,label,swan,swan,0
fsa45,1,50,noPic,absent,notCued,noise,NA,1
fsa45,1,51,noPic,absent,notCued,noise,NA,1
fsa45,1,52,noPic,absent,label,rollingpin,NA,1
fsa45,1,53,incongruent,present,notCued,noise,swan,0
fsa45,1,54,congruent,present,label,swan,swan,0
fsa45,1,55,incongruent,present,notCued,noise,zebra,1
fsa45,1,56,noPic,absent,label,turtle,NA,1
fsa45,1,57,incongruent,present,notCued,noise,pumpkin,0
fsa45,1,58,noPic,absent,label,zebra,NA,1
fsa45,1,59,noPic,absent,notCued,noise,NA,1
fsa45,1,60,incongruent,present,notCued,noise,rollingpin,1
fsa45,1,61,congruent,present,label,football,football,1
fsa45,1,62,noPic,absent,label,turtle,NA,1
fsa45,1,63,incongruent,present,label,kangaroo,swan,1
fsa45,1,64,noPic,absent,label,banana,NA,1
fsa45,1,65,noPic,absent,label,zebra,NA,0
fsa45,1,66,incongruent,present,notCued,noise,swan,1
fsa45,1,67,noPic,absent,label,pumpkin,NA,1
fsa45,1,68,incongruent,present,notCued,noise,banana,1
fsa45,1,69,noPic,absent,notCued,noise,NA,1
fsa45,1,70,congruent,present,label,turtle,turtle,1
fsa45,1,71,congruent,present,label,banana,banana,1
fsa45,1,72,incongruent,present,notCued,noise,football,1
fsa45,1,73,incongruent,present,notCued,noise,turtle,1
fsa45,1,74,congruent,present,label,kangaroo,kangaroo,0
fsa45,1,75,noPic,absent,notCued,noise,NA,1
fsa45,1,76,congruent,present,label,rollingpin,rollingpin,1
fsa45,1,77,noPic,absent,label,swan,NA,1
fsa45,1,78,incongruent,present,notCued,noise,football,1
fsa45,1,79,congruent,present,label,banana,banana,1
fsa45,1,80,noPic,absent,notCued,noise,NA,1
fsa45,1,81,noPic,absent,notCued,noise,NA,1
fsa45,1,82,noPic,absent,label,kangaroo,NA,1
fsa45,1,83,noPic,absent,notCued,noise,NA,1
fsa45,1,84,noPic,absent,label,pumpkin,NA,1
fsa45,1,85,noPic,absent,notCued,noise,NA,1
fsa45,1,86,noPic,absent,label,football,NA,1
fsa45,1,87,noPic,absent,label,zebra,NA,1
fsa45,1,88,noPic,absent,notCued,noise,NA,1
fsa45,1,89,noPic,absent,label,football,NA,0
fsa45,1,90,noPic,absent,notCued,noise,NA,1
fsa45,1,91,congruent,present,label,zebra,zebra,1
fsa45,1,92,congruent,present,label,rollingpin,rollingpin,1
fsa45,1,93,incongruent,present,notCued,noise,kangaroo,0
fsa45,1,94,noPic,absent,label,turtle,NA,1
fsa45,1,95,incongruent,present,notCued,noise,rollingpin,1
fsa45,1,96,noPic,absent,notCued,noise,NA,1
fsa45,1,97,noPic,absent,notCued,noise,NA,1
fsa45,1,98,noPic,absent,notCued,noise,NA,0
fsa45,1,99,noPic,absent,notCued,noise,NA,1
fsa45,1,100,incongruent,present,notCued,noise,pumpkin,1
fsa45,1,101,congruent,present,label,turtle,turtle,0
fsa45,1,102,congruent,present,label,swan,swan,0
fsa45,1,103,incongruent,present,notCued,noise,swan,0
fsa45,1,104,noPic,absent,notCued,noise,NA,1
fsa45,1,105,noPic,absent,notCued,noise,NA,1
fsa45,1,106,noPic,absent,label,rollingpin,NA,0
fsa45,1,107,noPic,absent,notCued,noise,NA,1
fsa45,1,108,incongruent,present,notCued,noise,turtle,1
fsa45,1,109,noPic,absent,label,rollingpin,NA,1
fsa45,1,110,noPic,absent,label,swan,NA,1
fsa45,1,111,noPic,absent,label,zebra,NA,1
fsa45,1,112,incongruent,present,notCued,noise,banana,1
fsa45,1,113,noPic,absent,label,banana,NA,1
fsa45,1,114,incongruent,present,notCued,noise,turtle,1
fsa45,1,115,noPic,absent,notCued,noise,NA,0
fsa45,1,116,noPic,absent,label,football,NA,1
fsa45,1,117,noPic,absent,notCued,noise,NA,1
fsa45,1,118,noPic,absent,notCued,noise,NA,0
fsa45,1,119,incongruent,present,notCued,noise,rollingpin,1
fsa45,1,120,incongruent,present,label,rollingpin,football,1
fsa45,1,121,congruent,present,label,kangaroo,kangaroo,0
fsa45,1,122,noPic,absent,notCued,noise,NA,1
fsa45,1,123,incongruent,present,notCued,noise,banana,1
fsa45,1,124,congruent,present,label,turtle,turtle,1
fsa45,1,125,noPic,absent,label,rollingpin,NA,1
fsa45,1,126,noPic,absent,notCued,noise,NA,1
fsa45,1,127,incongruent,present,notCued,noise,zebra,1
fsa45,1,128,congruent,present,label,banana,banana,1
fsa45,1,129,congruent,present,label,pumpkin,pumpkin,1
fsa45,1,130,noPic,absent,label,swan,NA,1
fsa45,1,131,noPic,absent,label,swan,NA,1
fsa45,1,132,congruent,present,label,turtle,turtle,1
fsa45,1,133,incongruent,present,label,zebra,rollingpin,1
fsa45,1,134,congruent,present,label,football,football,1
fsa45,1,135,congruent,present,label,zebra,zebra,1
fsa45,1,136,noPic,absent,label,kangaroo,NA,1
fsa45,1,137,noPic,absent,label,zebra,NA,1
fsa45,1,138,noPic,absent,label,zebra,NA,1
fsa45,1,139,incongruent,present,notCued,noise,kangaroo,0
fsa45,1,140,noPic,absent,label,rollingpin,NA,1
fsa45,1,141,incongruent,present,notCued,noise,football,1
fsa45,1,142,congruent,present,label,banana,banana,1
fsa45,1,143,noPic,absent,notCued,noise,NA,1
fsa45,1,144,noPic,absent,label,turtle,NA,1
fsa45,1,145,incongruent,present,label,kangaroo,banana,1
fsa45,1,146,incongruent,present,label,banana,zebra,1
fsa45,1,147,noPic,absent,notCued,noise,NA,1
fsa45,1,148,noPic,absent,label,pumpkin,NA,1
fsa45,1,149,congruent,present,label,pumpkin,pumpkin,0
fsa45,1,150,noPic,absent,label,banana,NA,1
fsa45,1,151,noPic,absent,notCued,noise,NA,1
fsa45,1,152,noPic,absent,label,kangaroo,NA,1
fsa45,1,153,incongruent,present,notCued,noise,zebra,1
fsa45,1,154,incongruent,present,label,rollingpin,turtle,0
fsa45,1,155,congruent,present,label,zebra,zebra,1
fsa45,1,156,congruent,present,label,rollingpin,rollingpin,0
fsa45,1,157,incongruent,present,notCued,noise,football,1
fsa45,1,158,incongruent,present,notCued,noise,pumpkin,0
fsa45,1,159,noPic,absent,notCued,noise,NA,1
fsa45,1,160,noPic,absent,label,football,NA,1
fsa45,2,1,congruent,present,label,rollingpin,rollingpin,0
fsa45,2,2,noPic,absent,notCued,noise,NA,1
fsa45,2,3,incongruent,present,notCued,noise,swan,0
fsa45,2,4,incongruent,present,label,pumpkin,kangaroo,0
fsa45,2,5,incongruent,present,label,kangaroo,banana,1
fsa45,2,6,congruent,present,label,pumpkin,pumpkin,0
fsa45,2,7,congruent,present,label,rollingpin,rollingpin,1
fsa45,2,8,congruent,present,label,banana,banana,0
fsa45,2,9,incongruent,present,notCued,noise,football,0
fsa45,2,10,noPic,absent,notCued,noise,NA,1
fsa45,2,11,noPic,absent,notCued,noise,NA,1
fsa45,2,12,noPic,absent,label,kangaroo,NA,1
fsa45,2,13,incongruent,present,notCued,noise,swan,1
fsa45,2,14,congruent,present,label,zebra,zebra,0
fsa45,2,15,congruent,present,label,swan,swan,0
fsa45,2,16,congruent,present,label,rollingpin,rollingpin,1
fsa45,2,17,congruent,present,label,kangaroo,kangaroo,0
fsa45,2,18,congruent,present,label,banana,banana,0
fsa45,2,19,congruent,present,label,swan,swan,0
fsa45,2,20,incongruent,present,notCued,noise,kangaroo,0
fsa45,2,21,noPic,absent,notCued,noise,NA,1
fsa45,2,22,incongruent,present,notCued,noise,banana,1
fsa45,2,23,noPic,absent,notCued,noise,NA,1
fsa45,2,24,noPic,absent,notCued,noise,NA,0
fsa45,2,25,noPic,absent,notCued,noise,NA,1
fsa45,2,26,incongruent,present,notCued,noise,pumpkin,0
fsa45,2,27,noPic,absent,label,kangaroo,NA,1
fsa45,2,28,incongruent,present,notCued,noise,pumpkin,0
fsa45,2,29,incongruent,present,label,rollingpin,football,1
fsa45,2,30,noPic,absent,label,rollingpin,NA,1
fsa45,2,31,congruent,present,label,football,football,1
fsa45,2,32,noPic,absent,notCued,noise,NA,1
fsa45,2,33,incongruent,present,notCued,noise,zebra,1
fsa45,2,34,noPic,absent,label,zebra,NA,1
fsa45,2,35,noPic,absent,label,rollingpin,NA,1
fsa45,2,36,noPic,absent,notCued,noise,NA,1
fsa45,2,37,incongruent,present,label,zebra,rollingpin,1
fsa45,2,38,incongruent,present,notCued,noise,turtle,0
fsa45,2,39,incongruent,present,notCued,noise,pumpkin,0
fsa45,2,40,incongruent,present,notCued,noise,turtle,0
fsa45,2,41,incongruent,present,notCued,noise,rollingpin,1
fsa45,2,42,incongruent,present,notCued,noise,kangaroo,0
fsa45,2,43,congruent,present,label,kangaroo,kangaroo,0
fsa45,2,44,noPic,absent,notCued,noise,NA,1
fsa45,2,45,incongruent,present,notCued,noise,banana,0
fsa45,2,46,noPic,absent,notCued,noise,NA,1
fsa45,2,47,noPic,absent,notCued,noise,NA,1
fsa45,2,48,congruent,present,label,pumpkin,pumpkin,0
fsa45,2,49,noPic,absent,notCued,noise,NA,1
fsa45,2,50,noPic,absent,notCued,noise,NA,1
fsa45,2,51,noPic,absent,label,swan,NA,1
fsa45,2,52,congruent,present,label,turtle,turtle,0
fsa45,2,53,congruent,present,label,kangaroo,kangaroo,0
fsa45,2,54,noPic,absent,label,swan,NA,1
fsa45,2,55,incongruent,present,notCued,noise,zebra,1
fsa45,2,56,incongruent,present,notCued,noise,turtle,0
fsa45,2,57,noPic,absent,notCued,noise,NA,1
fsa45,2,58,noPic,absent,notCued,noise,NA,1
fsa45,2,59,noPic,absent,label,swan,NA,1
fsa45,2,60,noPic,absent,notCued,noise,NA,0
fsa45,2,61,noPic,absent,notCued,noise,NA,1
fsa45,2,62,noPic,absent,notCued,noise,NA,1
fsa45,2,63,congruent,present,label,zebra,zebra,1
fsa45,2,64,incongruent,present,notCued,noise,swan,1
fsa45,2,65,congruent,present,label,pumpkin,pumpkin,0
fsa45,2,66,noPic,absent,label,turtle,NA,1
fsa45,2,67,noPic,absent,label,zebra,NA,1
fsa45,2,68,noPic,absent,notCued,noise,NA,1
fsa45,2,69,noPic,absent,label,pumpkin,NA,1
fsa45,2,70,noPic,absent,label,zebra,NA,1
fsa45,2,71,incongruent,present,notCued,noise,pumpkin,0
fsa45,2,72,noPic,absent,notCued,noise,NA,1
fsa45,2,73,noPic,absent,label,pumpkin,NA,1
fsa45,2,74,noPic,absent,label,pumpkin,NA,0
fsa45,2,75,noPic,absent,label,banana,NA,1
fsa45,2,76,noPic,absent,label,football,NA,1
fsa45,2,77,congruent,present,label,pumpkin,pumpkin,1
fsa45,2,78,noPic,absent,label,zebra,NA,1
fsa45,2,79,incongruent,present,notCued,noise,football,1
fsa45,2,80,congruent,present,label,swan,swan,1
fsa45,2,81,noPic,absent,notCued,noise,NA,0
fsa45,2,82,congruent,present,label,turtle,turtle,1
fsa45,2,83,incongruent,present,notCued,noise,rollingpin,1
fsa45,2,84,incongruent,present,notCued,noise,banana,1
fsa45,2,85,congruent,present,label,football,football,1
fsa45,2,86,noPic,absent,notCued,noise,NA,1
fsa45,2,87,incongruent,present,notCued,noise,swan,1
fsa45,2,88,noPic,absent,label,turtle,NA,1
fsa45,2,89,noPic,absent,notCued,noise,NA,1
fsa45,2,90,noPic,absent,notCued,noise,NA,1
fsa45,2,91,noPic,absent,notCued,noise,NA,1
fsa45,2,92,noPic,absent,label,zebra,NA,1
fsa45,2,93,noPic,absent,label,banana,NA,1
fsa45,2,94,noPic,absent,notCued,noise,NA,1
fsa45,2,95,noPic,absent,label,rollingpin,NA,1
fsa45,2,96,noPic,absent,label,banana,NA,0
fsa45,2,97,congruent,present,label,turtle,turtle,1
fsa45,2,98,incongruent,present,notCued,noise,zebra,1
fsa45,2,99,incongruent,present,notCued,noise,swan,1
fsa45,2,100,noPic,absent,notCued,noise,NA,1
fsa45,2,101,noPic,absent,notCued,noise,NA,1
fsa45,2,102,noPic,absent,label,rollingpin,NA,1
fsa45,2,103,congruent,present,label,banana,banana,1
fsa45,2,104,noPic,absent,label,football,NA,1
fsa45,2,105,noPic,absent,notCued,noise,NA,1
fsa45,2,106,noPic,absent,label,kangaroo,NA,1
fsa45,2,107,incongruent,present,notCued,noise,kangaroo,0
fsa45,2,108,incongruent,present,label,rollingpin,turtle,1
fsa45,2,109,incongruent,present,notCued,noise,zebra,1
fsa45,2,110,incongruent,present,label,banana,zebra,1
fsa45,2,111,incongruent,present,notCued,noise,rollingpin,1
fsa45,2,112,congruent,present,label,banana,banana,1
fsa45,2,113,noPic,absent,label,rollingpin,NA,1
fsa45,2,114,congruent,present,label,turtle,turtle,1
fsa45,2,115,noPic,absent,label,turtle,NA,1
fsa45,2,116,noPic,absent,notCued,noise,NA,1
fsa45,2,117,noPic,absent,label,banana,NA,1
fsa45,2,118,noPic,absent,label,football,NA,1
fsa45,2,119,incongruent,present,notCued,noise,banana,1
fsa45,2,120,noPic,absent,label,kangaroo,NA,1
fsa45,2,121,incongruent,present,notCued,noise,banana,1
fsa45,2,122,noPic,absent,notCued,noise,NA,1
fsa45,2,123,incongruent,present,notCued,noise,rollingpin,1
fsa45,2,124,noPic,absent,label,zebra,NA,1
